Invoice #,Date,Customer Code,Customer Name,Subtotal,Calculated,Match?,# Items,Salesperson,Doc Total
818383,05/09/25,55,DYNALECT,439.4,0,False,0,JV,465.76
818384,05/08/25,1604,WINDSOR,112.5,0,False,0,JS,119.25
818385,05/08/25,1207,WHITING,5205.08,0,False,0,CA,5517.38
818386,05/08/25,1653,VARCO MA,2067.46,0,False,0,JV,2191.51
818387,05/08/25,1096,CONSTELL,9079.2,0,False,0,CA,9623.95
818388,05/08/25,1408,SESSA SH,100.5,0,False,0,JS,106.53
818389,05/08/25,1437,GUARDRAI,750.0,0,False,0,JS,795.0
818390,05/08/25,1397,ELECTRIC,24.0,0,False,0,JS,25.44
818391,05/08/25,1110,CULBERTS,1428.97,0,False,0,RO,1514.71
818392,05/08/25,844,MECHANIC,1657.03,0,False,0,MS,1756.45
818393,05/08/25,1757,L.R. WIL,148.5,0,False,0,JA,157.41
818394,05/08/25,1653,VARCO MA,1131.36,0,False,0,JV,1199.24
818395,05/09/25,55,DYNALECT,165.24,0,False,0,JV,175.15
818396,05/09/25,1207,WHITING,71.7,0,False,0,CA,76.0
818397,05/08/25,225,JCM ASSO,115.0,0,False,0,CA,121.9
818398,05/08/25,1273NJ2,STRUCTUR,565.75,0,False,0,JA,565.75
818399,05/09/25,461,HELIX EL,1306.14,0,False,0,JV,1384.51
818400,05/08/25,314,CHESAPEA,1951.3,0,False,0,CA,2068.38
818401,05/08/25,1420,HARKINS,78.0,0,False,0,MS,82.68
818402,05/08/25,1397,ELECTRIC,1016.0,0,False,0,JS,1076.96
818403,05/08/25,371,O'CONNOR,1872.5,0,False,0,MS,1984.85
818404,05/08/25,1207,WHITING,594.57,10.99,False,1,CA,630.24
818405,05/08/25,1653,VARCO MA,309.8,9.9,False,1,JV,328.39
818406,05/08/25,1766,W.E. BOW,14.85,0,False,0,CA,15.74
818407,05/08/25,1207,WHITING,269.0,0,False,0,CA,285.14
818408,05/09/25,1411,WAGNER R,3246.88,0,False,0,CA,3441.69
818409,05/08/25,1764W,POWER SO,240.0,0,False,0,CA,254.4
818410,05/08/25,225,JCM ASSO,535.0,0,False,0,CA,567.1
818411,05/08/25,836,HATZEL &,259.0,0,False,0,J2V,274.54
818412,05/08/25,1207,WHITING,205.84,0,False,0,CA,218.19
818413,05/09/25,1766VA,W.E. BOW,161.64,0,False,0,CA,171.34
818414,05/09/25,1766VA,W.E. BOW,290.09,0,False,0,CA,307.5
818415,05/09/25,1766VA,W.E. BOW,45.12,0,False,0,CA,47.83
818416,05/09/25,1766VA,W.E. BOW,35.4,0,False,0,CA,37.52
818417,05/08/25,80,VALCOURT,2125.5,0,False,0,JS,2274.29
818418,05/08/25,80,VALCOURT,1798.5,0,False,0,JS,1924.4
818419,05/08/25,1766,W.E. BOW,80.52,0,False,0,CA,85.35
818420,05/08/25,1273SST,PULLMAN,1756.0,0,False,0,JA,1872.34
818421,05/08/25,1482,RESTORAT,177.0,0,False,0,JS,187.62
818422,05/08/25,1758,G&M SERV,668.01,0,False,0,CA,708.09
818423,05/09/25,1653,VARCO MA,162.05,0,False,0,JV,171.77
818424,05/08/25,1764W,POWER SO,34.0,0,False,0,CA,36.04
818425,05/09/25,1653,VARCO MA,144.5,0,False,0,JV,153.17
818426,05/09/25,1653,VARCO MA,43.75,0,False,0,JV,46.38
818427,05/09/25,1653,VARCO MA,20.1,0,False,0,JV,21.31
818428,05/08/25,710,MCLEAN C,54.0,0,False,0,JA,57.24
818429,05/09/25,1764W,POWER SO,27.55,0,False,0,CA,27.55
818430,05/08/25,1766,W.E. BOW,2174.23,646.56,False,3,CA,2304.68
818431,05/08/25,1766,W.E. BOW,1067.88,0,False,0,CA,1131.95
818432,05/08/25,1766,W.E. BOW,112.5,0,False,0,CA,119.25
818433,05/08/25,282,PARAMOUN,856.5,0.0,False,1,MS,907.89
818434,05/09/25,1207,WHITING,158.0,158.0,True,1,CA,167.48
818435,05/08/25,1653,VARCO MA,2047.0,0,False,0,JV,2169.82
818436,05/08/25,1766,W.E. BOW,68.7,0,False,0,CA,72.82
818437,05/08/25,1766,W.E. BOW,194.5,0,False,0,CA,206.17
818438,05/08/25,1766,W.E. BOW,4.59,0,False,0,CA,4.87
818439,05/08/25,1766,W.E. BOW,123.9,0,False,0,CA,131.33
818440,05/08/25,1766,W.E. BOW,275.25,0,False,0,CA,291.77
818441,05/09/25,879,FAY S&B,2065.85,78.9,False,1,JA,2189.8
818442,05/08/25,1766,W.E. BOW,1202.99,0,False,0,CA,1275.17
818443,05/08/25,1766,W.E. BOW,398.4,0,False,0,CA,422.3
818444,05/08/25,1766,W.E. BOW,42.0,0,False,0,CA,44.52
818445,05/08/25,1766,W.E. BOW,544.62,0,False,0,CA,577.3
818446,05/08/25,1766,W.E. BOW,5.8,0,False,0,CA,6.15
818447,05/08/25,1766,W.E. BOW,261.75,0,False,0,CA,277.46
818448,05/08/25,1766,W.E. BOW,167.87,0,False,0,CA,177.94
818449,05/08/25,1766,W.E. BOW,65.25,0,False,0,CA,69.17
818450,05/08/25,1766,W.E. BOW,5134.71,0,False,0,CA,5442.79
818451,05/08/25,1273MA,STRUCTUR,185.25,0,False,0,JA,185.25
818452,05/08/25,1766,W.E. BOW,244.41,0,False,0,CA,259.07
818453,05/08/25,1766,W.E. BOW,5584.44,0,False,0,CA,5919.51
818454,05/08/25,824,PRO-AIR,429.0,0,False,0,J2V,454.74
818455,05/09/25,1766VA,W.E. BOW,209.7,0,False,0,CA,222.28
818456,05/09/25,1766VA,W.E. BOW,3.98,0,False,0,CA,4.22
818457,05/09/25,1766VA,W.E. BOW,114.47,0,False,0,CA,121.34
818458,05/08/25,1653,VARCO MA,475.0,0,False,0,JV,503.5
818459,05/08/25,824,PRO-AIR,139.7,0,False,0,J2V,148.08
818460,05/08/25,1766,W.E. BOW,498.26,0,False,0,CA,528.16
818461,05/08/25,1273,STRUCTUR,921.7,0,False,0,JA,977.0
818462,05/08/25,1766,W.E. BOW,999.0,0,False,0,CA,1058.94
818463,05/08/25,473,THARCO I,165.0,0,False,0,JV,174.9
818464,05/09/25,674,CAMERON,416.0,0,False,0,J2V,440.96
818465,05/08/25,1397,ELECTRIC,225.0,0,False,0,JS,238.5
818466,05/09/25,55,DYNALECT,94.0,0,False,0,JV,99.64
818467,05/08/25,1207,WHITING,53.97,0,False,0,CA,57.21
818468,05/09/25,55,DYNALECT,149.4,0,False,0,JV,158.36
818469,05/08/25,55,DYNALECT,1552.9,0,False,0,JV,1646.07
818470,05/08/25,1110,CULBERTS,869.4,0,False,0,RO,921.56
818471,05/08/25,112,COMMERCI,828.91,0,False,0,RO,878.64
818472,05/09/25,55,DYNALECT,573.0,0,False,0,JV,607.38
818473,05/09/25,55,DYNALECT,0.0,0,True,0,JV,0.0
818474,05/08/25,1015,L. F. JE,917.08,59.88,False,1,JV,972.1
818475,05/09/25,17,CLARK CO,882.0,0,False,0,HW,934.92
818476,05/08/25,17,CLARK CO,71.7,0,False,0,HW,76.0
818477,05/09/25,17,CLARK CO,118.0,0,False,0,HW,125.08
818478,05/08/25,1711,THE POOL,60.0,0,False,0,JS,63.6
818479,05/08/25,1400,PAUL J.,669.34,0,False,0,JS,709.5
818480,05/08/25,1015,L. F. JE,428.49,0,False,0,JV,454.2
818481,05/09/25,469,EMJAY CO,6798.0,0,False,0,MS,7205.88
818482,05/09/25,1711,THE POOL,36.0,0,False,0,JS,38.16
818483,05/09/25,55,DYNALECT,892.45,0,False,0,JV,946.0
818484,05/09/25,17,CLARK CO,433.5,0,False,0,HW,459.51
818485,05/08/25,870,YU SUPPL,400.6,0,False,0,JS,424.64
818486,05/08/25,840,INFRASTR,248.55,0,False,0,JA,265.02
818487,05/08/25,1548,J.E. RIC,6036.0,0,False,0,RO,6398.16
818488,05/08/25,1548,J.E. RIC,4381.0,0,False,0,RO,4643.86
818489,05/08/25,1156,W & W EL,88.5,0,False,0,RO,93.81
818490,05/09/25,1156,W & W EL,55.3,11.5,False,1,RO,58.62
818491,05/08/25,649,MCGUIRE,179.0,0,False,0,J2V,189.74
818492,05/08/25,1397,ELECTRIC,26.4,0,False,0,JS,27.98
818493,05/08/25,1711,THE POOL,412.5,0,False,0,JS,437.25
818494,05/09/25,144,JOHNSTON,123.1,95.8,False,2,HB,130.49
818495,05/08/25,113,ALLIANCE,57.43,0,False,0,HW,57.43
818496,05/08/25,261,BARCO EN,407.51,0,False,0,HB,431.96
818497,05/08/25,1397,ELECTRIC,460.95,0,False,0,JS,488.61
818498,05/08/25,1024,MERRITT,209.0,0,False,0,HB,221.54
818499,05/09/25,469,EMJAY CO,2819.0,0,False,0,MS,2988.14
818500,05/08/25,113,ALLIANCE,40.86,0,False,0,HW,40.86
818501,05/08/25,483,PREMIER,29.5,0,False,0,CA,31.27
818502,05/08/25,710,MCLEAN C,65.9,0,False,0,JA,69.85
818503,05/08/25,1273,STRUCTUR,83.8,0,False,0,JA,88.83
818504,05/08/25,1397,ELECTRIC,87.7,0,False,0,JS,92.96
818505,05/08/25,314,CHESAPEA,269.0,0,False,0,CA,285.14
818506,05/09/25,144,JOHNSTON,201.98,0,False,0,HB,214.1
818507,05/08/25,1641,CONSOLID,189.75,159.75,False,1,RO,201.14
818508,05/08/25,400,CASTLE S,299.0,0,False,0,JV,316.94
818509,05/08/25,113,ALLIANCE,288.0,0,False,0,HW,288.0
818510,05/08/25,1397,ELECTRIC,80.25,0,False,0,JS,85.07
818511,05/08/25,144,JOHNSTON,31.0,0,False,0,HB,32.86
818512,05/08/25,784,ATLANTIC,708.54,0,False,0,HB,708.54
818513,05/08/25,229,HUMPHREY,409.98,0,False,0,HB,434.58
818514,05/08/25,122LC,CONCRETE,344.0,132.0,False,1,RO,364.64
818515,05/08/25,1766,W.E. BOW,247.2,0,False,0,CA,262.03
818516,05/08/25,1015,L. F. JE,469.4,0,False,0,JV,497.56
818517,05/08/25,45,ARICA CO,87.4,0,False,0,CA,92.64
818518,05/08/25,310,DJ'S UND,125.95,0,False,0,HB,133.51
818519,05/08/25,1422,POTOMAC,335.9,0,False,0,CA,356.05
818520,05/08/25,1422,POTOMAC,184.95,0,False,0,CA,196.05
818521,05/08/25,1422,POTOMAC,233.55,0,False,0,CA,247.56
818522,05/08/25,824,PRO-AIR,836.0,0,False,0,J2V,886.16
818523,05/08/25,1422,POTOMAC,141.9,0,False,0,CA,150.41
818524,05/08/25,1422,POTOMAC,330.25,0,False,0,CA,350.07
818525,05/08/25,193,EAST COA,115.0,0,False,0,CA,121.9
818526,05/08/25,193,EAST COA,45.0,0,False,0,CA,47.7
818527,05/08/25,1539,C.A. LIN,22.0,0,False,0,RO,23.32
818528,05/08/25,1332,CARROLL,3113.2,0,False,0,JS,3299.99
818529,05/08/25,859,T&B ELEC,1116.0,0,False,0,JV,1182.96
818530,05/08/25,1695,MACE ENT,120.0,0,False,0,HB,127.2
818531,05/08/25,1641,CONSOLID,316.0,0,False,0,RO,334.96
818532,05/08/25,1698,CHOICE R,1986.5,0,False,0,JA,2105.69
818533,05/08/25,128,WILLIS C,151.96,0,False,0,HW,161.08
818534,05/08/25,314,CHESAPEA,89.7,0,False,0,CA,95.08
818535,05/08/25,830,THE DURA,139.9,128.0,False,1,MS,148.29
818536,05/08/25,206,FREEDOM,553.8,0,False,0,CA,587.03
818537,05/08/25,1738,KARON MA,925.96,0,False,0,JS,981.52
818538,05/08/25,1041,A S I,4669.8,0,False,0,HB,4949.99
818539,05/08/25,422,SCOTT A.,122.0,0,False,0,RO,129.32
